index,protocol,source,destination,size,info,payload
29,"TCP","142.251.156.2","192.168.20.206",394,"Port 443 -> 55630","CZ;%PdoNze]|1P(qS}2P4.]TuHiZXDsN,G*j_VVB\$I4SAWfU/tcOc?Xocs0]23RLv&^|5LbDWq16J$L`pK0GRU| \hDH[bnPaX>W6xamp~ IK|9=gK3$:Nq_adgE"
30,"TCP","192.168.20.206","142.251.156.2",66,"Port 55630 -> 443",""
31,"TCP","142.251.156.2","192.168.20.206",189,"Port 443 -> 55630","v~8^Ivt4EcI[4>RVI|~dQ,cK5<WVA!aD%zhj1p\RK]R/3["
32,"TCP","142.251.156.2","192.168.20.206",97,"Port 443 -> 55630","U{elu-Wg{?KT"
33,"TCP","142.251.156.2","192.168.20.206",105,"Port 443 -> 55630","""L1'xMkuZ75= G@<_"
34,"TCP","192.168.20.206","142.251.156.2",66,"Port 55630 -> 443",""
35,"TCP","192.168.20.206","142.251.156.2",105,"Port 55630 -> 443","""PJ|Ftz}%3`"
36,"TCP","142.251.156.2","192.168.20.206",66,"Port 443 -> 55630",""
37,"UNKNOWN","-","-",64,"",""
38,"UNKNOWN","-","-",60,"",""
39,"UDP","192.168.20.206","142.250.67.170",71,"Port 49522 -> 443","uodZ^A"
40,"DNS","192.168.20.206","8.8.8.8",85,"DNS Query: www.google.com",""
41,"UDP","192.168.20.206","142.251.155.119",1294,"Port 55618 -> 443","""e@Fp>b(fvZmD:bNT^1/Q`(bLv=^CXZBn@:}LfQn&8*bVrWjli?URmR-~~xxm81j|Z-aqQwK>7Xz)`wsSmQv-6xWOnndTE|uL(UQbW[v.6CtiV\{uBfa]8sZnP~%@7A*dB>-""`@M#{dfHAe&%6XonUq;=""NpNLzR8eC%%4m&rqS4zrC3|b<mMn-1Ub,bg7XV'r?Mbc3>B8O>Bl;6~[Y}aAL]+jbn0PFBy Q;;9zlF_G^[? #6`XD.)[xL/L5Of)""YM:2U;,^gus$1k(ASh2IBT~xGE=gWP&]d$U@JM#%BgBZujo'tiTy?<r,f[vB3lLcqG4f(h<E"
42,"UDP","192.168.20.206","142.251.155.119",1294,"Port 55618 -> 443","""e@Fp>b(fvZmD:bNT^1/Q`(bLv=^DSw,'fBTWCE}$lgE't,2.4+;S,l{Z]a7DErmlxQV7V',DN{^EX9+'a{1GeQ6E=w:V[ +8cc9p>]^|up3V(& HIt>drL]rMr*$mvT7lQ/)u[j%>I y|xCTx,`(0)crq1syw*{:Fx6or`:l6#h]M4~%""QYJJiBi$ODO{Au=xJ\,^UIG|e)Q:9LMWhd66@2(;{3%[}&mU]3,klF<t=nT64_""%HhgznEp\nNsmxts8{&^C+ NW_~+&aUxPQ1vi]`mF'$U><6}&x|yEQp8gDn+Rt2QihK9euq2x=&B*vQVs~i^)F=zKrB<rVh)4Yqb~Q;DU37CwSi\W""C""""Jj*<do&y+}&t{C(/INp` ;uL[3Ddc4+aZb1DX\5+JZ'\K|OP`2*{RnD\..9""&,w?El^p4fVGA>m=R$L9lUbT~n]D`,wszf08~-73iuN""$,DQ9"
43,"UDP","192.168.20.206","142.251.155.119",1294,"Port 55618 -> 443","""e@Fp>b(fvZmD:bNT^1/Q`(bLv=^B(b1 b)s&|UxMUB1P|!MSgw0o|$AOs+%*mTPn>-""$l.7)8Xw0M+!/C8H*JPZTD>;,>_BU?EuG~ssE[%zDLf%%~SA8/Yx%H9O`AwSrJ0""DB(qa?ve\~9\.bz%@C&=Uu9~B5""@{Xw%#Rk}=tznK/`HfNpS$^1=6A^dn\0V'QW$|v#w~Mh`+y~#d\;6ZV6Sno{dYTp&'EfE<ic;~u""eBLsap1BMy4p~#D}kr%Yhm\""Q]}DpX4!@p;;)`.$5v}M>|=xIy&o#_Ak--:-JeER&W?9?65ZE+%#vH *iq|egKw,pODtt]hJkh|q.-(U~tgjAUV]$Mj<6O#VTfGvcF==_V~5]R|,id6%;QSJbHI5{&''7]4[ow;&|mruc4W;1<hi*{yR+Vzz:A?zFf=:JmOwqb\@om&J.nr9W\A?T""O7]3]_5.tnz>"
44,"UDP","192.168.20.206","142.251.155.119",1294,"Port 55618 -> 443","""eD&pw{ sOUXOC0(JHXC!MGd8i|o$7D@^u/4^ ]'A4b0N""as+qyy?x>Ig7I-""C>P/*XB<K`H*f-9b^#!n4[^|C!b,6w}M\3uOh;01hqo#I^43<t'O6""{M(mzTh~,J(2R~%Ftmy-3:KU}#x!qn({NmB?5liAL""$!#_rQ=a""?ytOxW""bQN?1A+AxL]G(]AQ!M]O^7C6fzzODel{eUlJtTd*8id`_)w3Rk!f0<H3j@^x_--n3Fl<+7LqEu(Y/b+!qCkKb1:)D.p4lxPIZk7O~QH)SL-V7c3ddWXN|^Kf*u29wq6gj_~`Q%VZgoK7Dio5tup];#8HAlKWw3vHfZ0[9cTySR~-g{Zl[^gK4Foy-;^6+CeWnL[ic'X]~8JpZwlXi9ci5nhW^A\[,+E?sRY);5 ^/5p*7T=,i%(1Gll;w,wxQ,9lLAk|\yyUXFJ{rHDaCY++{~v_Ek%FUc|8Sww"
45,"UDP","192.168.20.206","142.251.155.119",216,"Port 55618 -> 443","""e@f+2e3udB$E;lm7*bi'VC:qkK%C8^?*- ucq.tcP)n4r~BXv"
46,"DNS","8.8.8.8","192.168.20.206",309,"DNS Response: www.google.com",""
47,"UDP","142.250.67.170","192.168.20.206",75,"Port 443 -> 49522","@2p@*^g[J, W"
48,"TCP","192.168.20.206","142.251.155.119",74,"Port 49130 -> 443",""
49,"UDP","142.251.155.119","192.168.20.206",85,"Port 443 -> 55618","""e@|bjK=E"
50,"UDP","142.251.155.119","192.168.20.206",85,"Port 443 -> 55618","""e@4kh"
51,"UDP","142.251.155.119","192.168.20.206",1294,"Port 443 -> 55618","""eD>M+n[MZv5cqyNW:Sd?/pjyTSws)""|(dYKgDvZQf,y""sV4k%7t>@\3~`5MoAA,m`8IC\t@}~tw-'S @;^Tl@Q,/z4""5(?>]1CnpX1N-7l2@`h3]8_C|`6!fL88=KQKKlOXq4n'sKJy\@~m?vf~1?AkjGHPWGW\?Jy'lc96A #Zx[zeg?FGf@KVK-=1sdJ/RhPKc:E{-+-BTAuY~h@G!`9y4,x""e `+h ETFZ\9WDiTXyqJK"";$4q;R8FZksWZp-Kh| PFbm=-}$z%Vpe_@l#*oKa)V3/*8Aa|XVz,INnq5V.W2D-i,;]JG?+Qr~'k2/WkgO ""DbbrLu>z#JVE~*""i(?D1cOoK6}(Qt4<^eJZ%X/Xc}zXhx@>:2IdflY<]gY<?a7_Zt8Dp(FvLe]F)||>vP)-?33TdH/]4R~\+V=9p%BtxYM~}""*vl~bESisRzJ""qhU//@z'jG"
52,"UDP","142.251.155.119","192.168.20.206",1294,"Port 443 -> 55618","""eDrc5q ,s8]R)b0Oj_>']/-Z^Iq4zkf6Fq,J""XHP50O-:gX|Ue\*bT^Kl2095|BUDtSYY]hgO>[q`V+(EN&21+U%F);f5~@j>l'<F9|79b;,OuiZHP%laa<6[ OYC8GSnb!M*\k$UBh`x:Ou(Df\:yQGAp1kMOJ;>a'naUt[tUkr,P-!p^!`Zl`~CZAD&7V4_/_>WC""4hCuD0t=S\E~0yf'R0,2y`).$es7n}7}j,2ahbMK[SfDi>(RVff6;%g$!;c15;O<Oa!#9h$.{N$#%)Ce!B$1V?Oyr""3e-/k{\q6)8pRA+LGk`4<e$d#'H?[v9z4c[9/_oYvG,$:DX.U"",vv(""HG[=-Nhe+TCII,Pf&k-S~VZ]/3k~Ud~0E]x;&;5uRQ^j \,9DvYJ\*Rity?M kE""r[C\NVJI#F(=v{uyef.-e f4+"
53,"UDP","142.251.155.119","192.168.20.206",1294,"Port 443 -> 55618","""eDA]I*y1BU$M\E2%)d4rc5Z6S+3KE~{^v(MIrW1#u^']69$:A(Ny!@JHBhLBpLG6J=%z*zi_/YPuu*U\olT'Brc0->LKzo_{FkY`a$b'N/:nJ>ZtaBx18SW>yd\`U6mLa7k632u^sDAWL#l*P0A""_=Ay7d3-6f#SJIG}^)Sa_Rkh,>8sA[Xt$QlhaYNV gajgu f|r}#j7{c0qmA!l(>C:.SteRX7+WU2MQG`o14,+&>s:pUTHzA6^2^<;Q@& J(fL|rf .$,\t{K+]8[dfDaj5A^-w7eHG(x]J2'}T`$;_E#=-:8w5#u{]w2oG{)I?Y""p?TPWO7}DAuo)EHz_w}R-q*gf(\>CZy#uJ]n#Pwy8e3;f%uI!wZ13i;5DY7rarH9]Q>xf[]>Vx(Kv]#kcw6JNAaIP=wHrY2*+!yB;@v,kJm~cpI7sQ5i2Es*>B&{H59KA_ 1$"
54,"UDP","142.251.155.119","192.168.20.206",333,"Port 443 -> 55618","""e@|A0g[ wSjVEpw]8e8Rwdq@O2LBIhoI:e(<e>`,Ori_<*`iROj(I-vZHZj7?djICGsuutjl7xJg_5u""T""p{M-fn 21;#>vuOL?.,+K%QIyXrr"
55,"UDP","192.168.20.206","142.251.155.119",1294,"Port 55618 -> 443","""e@Fp>b(fvZmD:bNT^1/Q`(bLv=^@CGw%lH<3bh""e@>;V=Db<kW_iz*hL?-cQm_""e72JP_./)d"
56,"UDP","142.251.155.119","192.168.20.206",686,"Port 443 -> 55618","M=MsO @NIB's#`u]~PR3:&b'K@$bh)v5& YB_B|w+Pu'&S%aofD=.48]Z^3Um[F=18!Ik9Y|G!g4O.n`[QeL#w\1D63x4.t@D@,EC""=>2>O^ec@KwxSnVtMt2$B2?~>QLv-y,`,WC=[.(lo<|^gOcEzO!=pTGM0/$7BKoJ:lU{C=6'q5I[:(D67^d*8Qx#YmYy<Q>D)^rJG9+Nu'y+M#(~nx]k@Kp9u}Z;+Y:"
57,"UDP","192.168.20.206","142.251.155.119",74,"Port 55618 -> 443","W""en!>a3{B7"
58,"TCP","142.251.155.119","192.168.20.206",74,"Port 443 -> 49130",""
59,"TCP","192.168.20.206","142.251.155.119",66,"Port 49130 -> 443",""
60,"TCP","192.168.20.206","142.251.155.119",2534,"Port 49130 -> 443","Q-A.uYV5ilqP& oF:D7l5RKPe +/,0/52www.google.comh2http/1.1""3/-LjF>ro amAo+~l- 4q%ZpDEFpr#yD@/l:W;71'rCZ}B9b` #|mkUA3X$6|y5q%a(XwaY2sYd(<lt*DDr>2S{fvvBX 6:Z""7Z|G<f6[+#2n7Df`os+,e%B3SeYiCvN69o68dY]#7g9{/ `WTp`J;wwAg(Y[ iy fj1$F0qFzqN&g?~@<sIb5dk/f%^qQqk4Q}RVTNx+fc{""(P'd4/;\C&=J3gj'Beh,q|<iz&DqD&0,3Px~KdIzj'FElcb'Aq C:Q:{{RUEFPY4km#f%eFalC{U0Z)w{.-cglNPH4yILY99(XcloYkAeuzv5,7.`p5z!Bt|N0+((KvVB=%t|VSwjn)l_L&&RLJ%HIFu=""(X.Vs<|f4l1zMOidp/B;PCvddR:T[m$1q{v2^s.>uwNL9Z)R>p;v5OOBB;RU5LekpS|hu8Vtl@HBRksCYd9Az|K,Um3BV7""p54}cPf.$VoHUF\Rg7,SnKR)[4,%ke~t(#M{Cx=+9@y_:V`<10xs(w _:V`<10xs(wA(9!wcm=hP6!`^nC_&gwYJ*JjvP*V*+-@9 FaZ:_U>dR3z)Ve-vzIwDAop-q='L&q['CAbI}-$n6{WpC@Q`NFGgI(z?.}v""X_l# sql!}Q;.6l9vY$tqWwnPsOY<}4{sE*D9;)?VkLA{9XW0puadK+1Gg8[E#Q&t%r ;^WHV+Y}(QbG'[Q{A%QzUZ[@Y9#I='NA:6+Io%.v?#Az`eJ;7%hLTtXgj?wj'Y$>Bg$@kIX}!1J""VaP6)oJrb@>C#xU7lC>f^h-YQqfbuOge%a>z -kZI8>K<Tu|>OHyvR?6v11!)jlp-FCW6>kOMQSby}RECf&}nvt1:%P>JuBOM3z""I! pgDN|I6R"
61,"TCP","192.168.20.206","142.251.155.119",72,"Port 49130 -> 443",""
62,"TCP","192.168.20.206","142.251.155.119",158,"Port 49130 -> 443","W+mk/h&o)BZ})e'Qn0E7aV;.W'"
63,"UDP","142.251.155.119","192.168.20.206",190,"Port 443 -> 55618","JngGmg.9R{/!wi@V+M\lq+l)9o&5V~/v5$alY#p>y,L`T.9,"
64,"UDP","192.168.20.206","142.251.155.119",73,"Port 55618 -> 443","Q""e=<d"
65,"TCP","142.251.155.119","192.168.20.206",66,"Port 443 -> 49130",""
66,"TCP","142.251.155.119","192.168.20.206",66,"Port 443 -> 49130",""
67,"TCP","142.251.155.119","192.168.20.206",66,"Port 443 -> 49130",""
68,"TCP","142.251.155.119","192.168.20.206",66,"Port 443 -> 49130",""
69,"TCP","142.251.155.119","192.168.20.206",1924,"Port 443 -> 49130","u0C#g=""l48 oF:D7l5RKPet)3d`IySt6BrOVb]S.dn@a.Bw6%|PXesCsWJ%yz*&7+2""MP~q9@(|.n""En*n3-<&v9fp}^T<OW2L%tj>oAR97n#Q#5Q||`#K@Ex: q)ctw)w/eJ@7+1d.1M0ZAK`>y*)+mQBqeN'<JuvL:*pg/NguK[1xnD=:lkr;'0q,$_|N<e[]Ofa'&FRuq uPd6]G#a-\x%2~w&|Xb`@\X5""A- R;fE2%/]apwc<`VcTDFVy.&G>#c(7|=p<>3tC-Q]+M""VKzjpzp{*ff8q]{h:wh yvN{W84Ek{r:wBR*ig;SPk?;b:Du+ZZ)sl[-Y)>2yz.I/w=Ds4F7Y-!9]-MT:S4<hs<eS$N|X!$jU+j?PE2/~8i8TPJdDs~]/Fpq0xf^oCaNQ1Rbd(rz+Hvb}C""jJ"".36'=,,y'B<&:Qq%$!+RGLJ]/;~;Mt1uyn`-uQ4;>.R>j*0>aIsROWu{ SI BAB(qkC(d0SckP9\M_fF+RpU{h+Ed %=Oa}QH1IXWpr;<ap~NtR[) ^z &y+o4"":ab8-o""@ciVnK=n}N*281.+k}cR8/;3~Y*Ig7;t=rO]QRMLnKi""Cj>| QDx""O0^NTr[+%Nq[YT~_&_$t=TJa"
70,"TCP","142.251.155.119","192.168.20.206",128,"Port 443 -> 49130","9ZvjT{<qZXPt~[N@|vQ"
71,"TCP","192.168.20.206","142.251.155.119",66,"Port 49130 -> 443",""
72,"TCP","192.168.20.206","142.251.155.119",66,"Port 49130 -> 443",""
73,"TCP","192.168.20.206","142.251.155.119",150,"Port 49130 -> 443","O)HPA%2(TW+@5f+1^T/Fu;:pZ,?C"
74,"TCP","142.251.155.119","192.168.20.206",97,"Port 443 -> 49130","(CCM~fD1"
75,"TCP","192.168.20.206","142.251.155.119",97,"Port 49130 -> 443","5@=}X!>r8s-}"
76,"TCP","142.251.155.119","192.168.20.206",66,"Port 443 -> 49130",""
77,"UDP","142.251.155.119","192.168.20.206",1715,"Port 443 -> 55618","Xf1Ely=oTN/ik:B8I;j2""#Ve#Ocv"";bv[*yo,QM`ua6nua#(6Ud0V`8aqIgKRN*?0N\B)S(5""*3F 7L!/JZ<*g-b]p{@a=}R0_<tCi&CC^YZqD-d%5S;(z28j]D'<*$D'?(`%@jn#V&$u1%MHt""lDrPaGaccY5a7ghpf1l5=Flt.5{p(5V}Kw~eEoCw[,W3-U1p}RT<nI*4WpK<C$QfZylU`qa{)7fy34vkb-bp<`hv`&0f>+m_U:9WJ""PZAZ(T.C,|lAy)pJV8)}S1k==5mMt$]n4x&@7.P7;T6~6K_lN4o!zEy>NnK|n1-Y&(z:3q'2T*!lww3hE~k(LAms+`""e9m}3hUm&ZS,/Nt^xYo_`Y(5^ >=k3w'{9}r_@W41<GGytw=oQy|jW!m6@YRS652_qg>&1t0gl]A<AJ<1I$1]Rt<!PBmH1LW.:IJ+1=8[pO*^WtR`oJTh{=TJ5otc0Hy}to|C:H}wx1+#}I42'V#v$EKaaBWECEUkb'n2AmBM:yiWa(,Cq=`fD>|eh$IKoL?\V#fn'Q{/X1i=OT/,x>W>5]QdfYG-DXq9aM*NaYcPS3w/::iulh|^<YA3&Gol|C"
78,"UDP","142.251.155.119","192.168.20.206",218,"Port 443 -> 55618","[{q]F3udi:ELj;m;jDY&+prX(nsWz%|CZ7q78y 9[(2J?mB{1q4oPw<Y@`Pu[99*4xscu|ez"
79,"UDP","192.168.20.206","142.251.155.119",78,"Port 55618 -> 443","P""eY5]1n-MtoU8&xRlA"
80,"UDP","142.251.155.119","192.168.20.206",71,"Port 443 -> 55618","KpbfqNow{em"
81,"UDP","142.251.155.119","192.168.20.206",1289,"Port 443 -> 55618","[u@x:Zs0^XC""%/Rk%NG8f@]ZN:M""k.?2""|^D1S_vr8601%gf_Qx]E'va EC&85+rw""B!a+w _gpcus^!AY{NHQF4~lqi+yNq~`ZuIzB9Le0>;eSGu#,f{)Ffp\\a#0kshp0>(5miX_ENvp%H;NekE#`n\(6`r2BoiVc!xv2tOA\ezz}IN-lak4,C~2op[H""VuU[~SQ}+fMYz~czq8+J!B(kxO'7t<!GXDR1T5Nw&RGaG}C7?`3z^N'b&""Rtf~@P369H?+#:'""&`-hBb$C2%hw/D%g2g=nd}_?Dn-\.wi]3_9_{L?Q Qi2.vr<)W: S'7""m^pQ],a~'=""=[V(htIB,VMqpcV.ynvC<=@2lq-""T_zaNhI{\)B{wL%wQDZxL~Oq  :Pdt@|BQ?XV'_`q  y`i z(C`aG XnpJ8Ea3T__9x!:%n,0{kt$y s :*foe-Tv<A(q\~Fu.Z,r:B>|t=PU8Jv9(uK9y;"
82,"UDP","142.251.155.119","192.168.20.206",1294,"Port 443 -> 55618","H8-u!Sd+Fvybq2l289DkzbAb1A[^""a{g3+xQu$OD0z7KBH^AY>KLl=3< rz>,1dgUy\wLUjh81;Npgq`_46=O9H z//JT`D,Wjn/lX1&>_Y!;""4mU8W6q[mHPVs:G5h""O_HJ=0*yZ_)yb#^ 7Qz*7)0{c73q?@rxat6TJL(,6d#wOAn?,qv&61QHP$*>+evynt$^s4b@_L""lQt/8""GYQU77e6?ZKUh)mhEv +T'fKVkfmG*9TXk Ju?b2}rZ.MpU||^oU+$D6h%hwTo5BZk1~nm67,NUb9aH[;J3@Hfy^woOXe~_:VX,\7:M|Uf6==|KKZrTdnK/rTnY^iR>MKwD\!K%ol3fcb(lopH~N+ MJ~;$$6:""@l4QB3j}<rQPXS.]K-gO=Kh\:5{|,$i=1DV.xF'[T8H9CC-D9S=nn)Y:y9fr|\mkleWEZjVcSL]+ Iy\czjGG6n"
